period,yr,month,days,total_days,model,emissions,Tmin,Tmax,Tave,T_K,Prec_mm,Tmin_rollMean,Tmin_rollSD,Tmax_rollMean,Tmax_rollSD
future_mid,2058,12,4665,35265,CGCM3.1 (T47),High (A2),4.79470036,12.4001583,8.59742933,281.7474293,,25.2416772,0.89287981,32.134608,0.89759228
future_mid,2059,1,4695,35295,CGCM3.1 (T47),High (A2),2.90465481,11.4767288,7.190691805,280.3406918,,25.2225435,0.9448651,32.202406,0.92448331
future_mid,2059,2,4725,35325,CGCM3.1 (T47),High (A2),2.96541935,10.6582471,6.811833225,279.9618332,,25.2249236,1.01007444,32.2192025,0.98684507
future_mid,2059,3,4755,35355,CGCM3.1 (T47),High (A2),7.65995126,16.8155639,12.23775758,285.3877576,,25.1531921,1.06876957,32.0606374,0.9494771
future_mid,2059,4,4785,35385,CGCM3.1 (T47),High (A2),9.01277283,18.8987267,13.95574977,287.1057498,,25.0535136,1.13457539,31.9402253,0.97980406
future_mid,2059,5,4815,35415,CGCM3.1 (T47),High (A2),16.2728865,26.3158798,21.29438315,294.4443832,,20.3069698,0.6665371,27.5391174,1.26132568
future_mid,2059,6,4845,35445,CGCM3.1 (T47),High (A2),21.2862421,28.2738275,24.7800348,297.9300348,,20.2638511,0.61906457,27.4063871,1.2037885
future_mid,2059,7,4875,35475,CGCM3.1 (T47),High (A2),26.6942964,31.9618191,29.32805775,302.4780578,,20.3201881,0.59488074,27.4857358,1.13686464
future_mid,2059,8,4905,35505,CGCM3.1 (T47),High (A2),25.7512632,32.7831097,29.26718645,302.4171865,,20.384886,0.58933869,27.5193679,1.06821515
future_mid,2059,9,4935,35535,CGCM3.1 (T47),High (A2),21.9518524,28.2152301,25.08354125,298.2335413,,20.3843337,0.55563659,27.4338882,1.04276757
future_mid,2059,10,4965,35565,CGCM3.1 (T47),High (A2),14.7391788,23.2883104,19.0137446,292.1637446,,20.5131747,0.67857112,27.4964271,1.01076701
future_mid,2059,11,4995,35595,CGCM3.1 (T47),High (A2),9.39081058,18.0472522,13.71903139,286.8690314,,20.6904399,0.59962709,27.2109788,0.86817776
future_mid,2059,12,5025,35625,CGCM3.1 (T47),High (A2),0.44555444,10.5959595,5.52075697,278.670757,,20.661735,0.58478783,27.1171232,0.79768556
future_mid,2060,1,5055,35655,CGCM3.1 (T47),High (A2),1.25212478,9.94745935,5.599792065,278.7497921,,20.8392873,0.65558263,27.3249222,0.75387594
future_mid,2060,2,5085,35685,CGCM3.1 (T47),High (A2),0.67568997,7.1682705,3.921980235,277.0719802,,21.0979265,0.77966353,27.4101446,0.89716602
future_mid,2060,3,5115,35715,CGCM3.1 (T47),High (A2),4.05825475,13.670471,8.864362875,282.0143629,,20.9746687,0.93154133,27.6183106,1.01655447
future_mid,2060,4,5145,35745,CGCM3.1 (T47),High (A2),9.62498239,19.4477462,14.5363643,287.6863643,,21.1715047,1.09348719,27.8170732,1.02781654
future_mid,2060,5,5175,35775,CGCM3.1 (T47),High (A2),15.7772735,24.6783354,20.22780445,293.3778045,,21.0397754,1.31324437,27.7571987,1.12019685
future_mid,2060,6,5205,35805,CGCM3.1 (T47),High (A2),20.1572105,27.532859,23.84503475,296.9950348,,21.145156,1.33092695,27.6752881,1.1302522
future_mid,2060,7,5235,35835,CGCM3.1 (T47),High (A2),25.5008006,34.0719471,29.78637385,302.9363739,,21.280431,1.37856239,27.8600187,1.3033912
future_mid,2060,8,5265,35865,CGCM3.1 (T47),High (A2),26.1550413,32.0940161,29.1245287,302.2745287,,21.3705378,1.41857621,27.9795634,1.30878582
future_mid,2060,9,5295,35895,CGCM3.1 (T47),High (A2),22.7041008,29.0980773,25.90108905,299.0510891,,21.3226437,1.49602726,27.9637576,1.38716432
future_mid,2060,10,5325,35925,CGCM3.1 (T47),High (A2),15.953445,23.5043343,19.72888965,292.8788897,,21.3232216,1.59931934,28.1829314,1.30576317
future_mid,2060,11,5355,35955,CGCM3.1 (T47),High (A2),8.48383135,17.3366877,12.91025953,286.0602595,,21.3984636,1.71210008,28.3209839,1.34584841
future_mid,2060,12,5385,35985,CGCM3.1 (T47),High (A2),3.9804408,12.789644,8.3850424,281.5350424,,21.3062321,1.85636424,28.3386095,1.47341778
future_mid,2061,1,5415,36015,CGCM3.1 (T47),High (A2),2.33820309,9.65505624,5.996629665,279.1466297,,13.802855,2.02807428,22.1122477,1.31443189
future_mid,2061,2,5445,36045,CGCM3.1 (T47),High (A2),-0.2683943,5.70119281,2.716399255,275.8663993,,13.9118789,1.87370612,22.1078454,1.19996319
future_mid,2061,3,5475,36075,CGCM3.1 (T47),High (A2),3.35360061,11.7856235,7.569612055,280.7196121,,14.1419757,1.85277943,22.1817964,1.13046897
future_mid,2061,4,5505,36105,CGCM3.1 (T47),High (A2),11.8237182,20.5433132,16.1835157,289.3335157,,14.4452234,1.95737703,22.3211641,1.13711264
future_mid,2061,5,5535,36135,CGCM3.1 (T47),High (A2),19.7006403,28.2308696,23.96575495,297.115755,,14.3016035,1.90049696,22.276805,1.08121829
future_mid,2061,6,5565,36165,CGCM3.1 (T47),High (A2),22.2936471,30.4940031,26.3938251,299.5438251,,14.4395032,1.86007508,22.3823857,1.0838588
future_mid,2061,7,5595,36195,CGCM3.1 (T47),High (A2),25.5279018,33.1007879,29.31434485,302.4643449,,14.927477,2.15406584,22.5861975,1.43592606
future_mid,2061,8,5625,36225,CGCM3.1 (T47),High (A2),24.2180314,32.1608387,28.18943505,301.3394351,,15.0291727,2.1244601,22.7104559,1.37267103
future_mid,2061,9,5655,36255,CGCM3.1 (T47),High (A2),19.3999522,29.1580347,24.27899345,297.4289935,,15.4237584,1.48538818,22.9617904,1.17043188
future_mid,2061,10,5685,36285,CGCM3.1 (T47),High (A2),13.2042521,22.4739163,17.8390842,290.9890842,,15.5759494,1.44152282,23.1039802,1.12816286
future_mid,2061,11,5715,36315,CGCM3.1 (T47),High (A2),9.93073185,17.5016703,13.71620108,286.8662011,,15.4458899,1.59164054,23.1888545,1.02957056
future_mid,2061,12,5745,36345,CGCM3.1 (T47),High (A2),3.928398,13.8204101,8.87440405,282.0244041,,15.4795546,1.62102958,23.1592066,1.00795077
future_mid,2062,1,5775,36375,CGCM3.1 (T47),High (A2),3.14775242,10.4263726,6.78706251,279.9370625,,15.2629537,1.89185906,23.1566825,1.01094985
future_mid,2062,2,5805,36405,CGCM3.1 (T47),High (A2),2.47870715,11.9445354,7.211621275,280.3616213,,15.0740018,1.94121007,23.1250057,1.03195009
future_mid,2062,3,5835,36435,CGCM3.1 (T47),High (A2),4.95055887,13.697778,9.324168435,282.4741684,,14.8487459,1.8535943,23.105842,1.02754303
future_mid,2062,4,5865,36465,CGCM3.1 (T47),High (A2),11.5383133,20.7357888,16.13705105,289.2870511,,15.032718,1.84496575,23.2286689,0.99436959
future_mid,2062,5,5895,36495,CGCM3.1 (T47),High (A2),15.7907567,26.9374299,21.3640933,294.5140933,,14.9454089,1.93484588,23.2053884,1.05179369
future_mid,2062,6,5925,36525,CGCM3.1 (T47),High (A2),20.5300507,29.2131076,24.87157915,298.0215792,,14.5052571,1.5118678,22.9080918,0.59598888
future_mid,2062,7,5955,36555,CGCM3.1 (T47),High (A2),26.6017067,32.4871318,29.54441925,302.6944193,,14.4386534,1.62027729,22.9404101,0.63612481
future_mid,2062,8,5985,36585,CGCM3.1 (T47),High (A2),26.6850567,33.6714093,30.178233,303.328233,,14.3885658,1.7689784,22.8824267,0.67627236
future_mid,2062,9,6015,36615,CGCM3.1 (T47),High (A2),22.9129948,28.8635386,25.8882667,299.0382667,,7.44776664,1.55695843,16.8870671,1.41580877
future_mid,2062,10,6045,36645,CGCM3.1 (T47),High (A2),16.9227141,23.6863295,20.3045218,293.4545218,,7.85580308,1.78481252,17.1825554,1.51050402
future_mid,2062,11,6075,36675,CGCM3.1 (T47),High (A2),8.28949603,16.3279307,12.30871337,285.4587134,,7.75319937,1.67770573,16.9431607,1.55375517
future_mid,2062,12,6105,36705,CGCM3.1 (T47),High (A2),0.08645159,8.34415901,4.2153053,277.3653053,,7.89633785,1.62703937,16.9600686,1.45428974
future_mid,2063,1,6135,36735,CGCM3.1 (T47),High (A2),2.3984887,8.62113967,5.509814185,278.6598142,,7.8320526,1.5473989,16.941021,1.37243992
future_mid,2063,2,6165,36765,CGCM3.1 (T47),High (A2),4.53335305,12.6385329,8.585942975,281.735943,,7.88863862,1.47993946,16.8097676,1.37285617
future_mid,2063,3,6195,36795,CGCM3.1 (T47),High (A2),2.45407673,11.4130602,6.933568465,280.0835685,,7.59329462,1.34964356,16.4085947,1.16578843
future_mid,2063,4,6225,36825,CGCM3.1 (T47),High (A2),10.2193171,19.816786,15.01805155,288.1680516,,8.21527945,1.60421099,16.8463662,1.53108456
future_mid,2063,5,6255,36855,CGCM3.1 (T47),High (A2),15.4389588,25.2057828,20.3223708,293.4723708,,8.40933924,1.60569697,16.9107761,1.56831937
future_mid,2063,6,6285,36885,CGCM3.1 (T47),High (A2),22.3588413,29.6572885,26.0080649,299.1580649,,8.48909767,1.58346557,16.9895822,1.56572351
future_mid,2063,7,6315,36915,CGCM3.1 (T47),High (A2),25.1236147,31.9083034,28.51595905,301.6659591,,8.73105121,1.58176922,17.0620271,1.56965887
future_mid,2063,8,6345,36945,CGCM3.1 (T47),High (A2),24.9940786,31.4663698,28.2302242,301.3802242,,8.79472887,1.54486637,17.0777317,1.56051604
future_mid,2063,9,6375,36975,CGCM3.1 (T47),High (A2),18.556117,25.9513859,22.25375145,295.4037515,,8.43511648,1.61711811,17.0311444,1.50553298
future_mid,2063,10,6405,37005,CGCM3.1 (T47),High (A2),12.1834123,22.053667,17.11853965,290.2685397,,8.5148685,1.56184951,17.2561645,1.39659276
future_mid,2063,11,6435,37035,CGCM3.1 (T47),High (A2),6.3482854,18.4430253,12.39565535,285.5456554,,8.38466467,1.57321965,17.3870343,1.44656876
future_mid,2063,12,6465,37065,CGCM3.1 (T47),High (A2),4.20596697,12.0236394,8.114803185,281.2648032,,8.4977826,1.61047534,17.4487785,1.50946105
future_mid,2064,1,6495,37095,CGCM3.1 (T47),High (A2),2.2183945,10.1353398,6.17686715,279.3268672,,8.50259191,1.70809088,17.6656167,1.42629588
future_mid,2064,2,6525,37125,CGCM3.1 (T47),High (A2),3.45925166,11.7266731,7.59296238,280.7429624,,8.72991694,1.67416825,17.9990266,1.08699353
future_mid,2064,3,6555,37155,CGCM3.1 (T47),High (A2),4.3158297,13.9514691,9.1336494,282.2836494,,8.28065777,1.17736872,17.7048691,0.75556622
future_mid,2064,4,6585,37185,CGCM3.1 (T47),High (A2),10.2986569,19.1647963,14.7317266,287.8817266,,8.09563231,1.17297372,17.6478053,0.81098928
future_mid,2064,5,6615,37215,CGCM3.1 (T47),High (A2),16.8610388,26.1925064,21.5267726,294.6767726,,1.4548648,2.99785342,10.3789756,2.75621175
future_mid,2064,6,6645,37245,CGCM3.1 (T47),High (A2),21.6684207,29.1275863,25.3980035,298.5480035,,1.20287797,2.81669176,10.2833543,2.52875265
future_mid,2064,7,6675,37275,CGCM3.1 (T47),High (A2),25.6065592,33.1878624,29.3972108,302.5472108,,1.81935365,3.13698858,10.7093258,2.63300037
future_mid,2064,8,6705,37305,CGCM3.1 (T47),High (A2),23.842852,30.8286011,27.33572655,300.4857266,,1.70994189,2.95268498,10.6807925,2.4644334
future_mid,2064,9,6735,37335,CGCM3.1 (T47),High (A2),21.873734,27.1401599,24.50694695,297.656947,,1.6383198,2.79301636,10.544678,2.36302301
future_mid,2064,10,6765,37365,CGCM3.1 (T47),High (A2),13.6741821,22.3510093,18.0125957,291.1625957,,1.54134345,2.66913749,10.5220672,2.24301442
future_mid,2064,11,6795,37395,CGCM3.1 (T47),High (A2),7.91224557,17.7426188,12.82743219,285.9774322,,1.77041513,2.66228396,10.8543984,2.14845845
future_mid,2064,12,6825,37425,CGCM3.1 (T47),High (A2),3.38206153,12.2111576,7.796609565,280.9466096,,1.85656772,2.75008945,10.7871295,2.08023623
future_mid,2065,1,6855,37455,CGCM3.1 (T47),High (A2),2.98758504,10.5858506,6.78671782,279.9367178,,1.75708937,2.78229566,10.7683263,2.08101512
future_mid,2065,2,6885,37485,CGCM3.1 (T47),High (A2),4.1920112,10.695524,7.4437676,280.5937676,,1.79167051,2.80972118,10.8092867,2.11910929
future_mid,2065,3,6915,37515,CGCM3.1 (T47),High (A2),5.95623534,14.0045346,9.98038497,283.130385,,2.51066154,2.10965673,11.528596,1.55753324
future_mid,2065,4,6945,37545,CGCM3.1 (T47),High (A2),10.6228028,20.8834748,15.7531388,288.9031388,,2.20949125,2.20444659,11.2152116,1.82346837
future_mid,2065,5,6975,37575,CGCM3.1 (T47),High (A2),15.4316994,25.420651,20.4261752,293.5761752,,2.6199467,2.10678754,11.4255763,1.76494625
future_mid,2065,6,7005,37605,CGCM3.1 (T47),High (A2),22.8734256,29.9678063,26.42061595,299.570616,,2.36970835,1.78673364,11.2910337,1.6259045
future_mid,2065,7,7035,37635,CGCM3.1 (T47),High (A2),26.168293,34.2294288,30.1988609,303.3488609,,2.44802741,1.73072119,11.370738,1.60200312
future_mid,2065,8,7065,37665,CGCM3.1 (T47),High (A2),24.4260218,31.420117,27.9230694,301.0730694,,2.59345805,1.75206071,11.5758471,1.52885107
future_mid,2065,9,7095,37695,CGCM3.1 (T47),High (A2),22.3904939,29.8204605,26.1054772,299.2554772,,2.81811118,1.6987215,11.7180568,1.54985267
future_mid,2065,10,7125,37725,CGCM3.1 (T47),High (A2),14.3933894,23.2253038,18.8093466,291.9593466,,2.8149664,1.81598167,11.6893,1.65429338
future_mid,2065,11,7155,37755,CGCM3.1 (T47),High (A2),7.60920363,18.5348989,13.07205127,286.2220513,,2.53214726,1.76093123,11.5877489,1.75970159
future_mid,2065,12,7185,37785,CGCM3.1 (T47),High (A2),1.69615749,11.3292726,6.512715045,279.662715,,2.87991273,1.64473452,11.7530471,1.86717493
future_end,2081,1,15,43215,CGCM3.1 (T47),High (A2),0.07226431,7.19176858,3.632016445,276.7820164,,1.53433004,1.75609125,8.86523326,2.08943773
future_end,2081,2,45,43245,CGCM3.1 (T47),High (A2),1.81635445,9.13187779,5.47411612,278.6241161,,1.66111232,1.63780237,9.08695289,1.99555561
future_end,2081,3,75,43275,CGCM3.1 (T47),High (A2),4.83433217,14.4158206,9.625076385,282.7750764,,1.8413865,1.59974602,9.36723326,2.01042461
future_end,2081,4,105,43305,CGCM3.1 (T47),High (A2),11.566568,21.3484692,16.4575186,289.6075186,,1.96488356,1.54160716,9.5189413,1.9348693
future_end,2081,5,135,43335,CGCM3.1 (T47),High (A2),16.8164163,26.1045847,21.4605005,294.6105005,,2.03469143,1.47010973,9.49844015,1.8253639
future_end,2081,6,165,43365,CGCM3.1 (T47),High (A2),24.5856402,32.1502239,28.36793205,301.5179321,,2.30169225,1.65205454,9.80601419,2.00982032
future_end,2081,7,195,43395,CGCM3.1 (T47),High (A2),26.5669395,33.2447847,29.9058621,303.0558621,,2.65827329,1.5423997,10.1718535,1.84595062
future_end,2081,8,225,43425,CGCM3.1 (T47),High (A2),26.1893649,34.7015863,30.4454756,303.5954756,,2.71013912,1.47164895,10.2245229,1.79364571
future_end,2081,9,255,43455,CGCM3.1 (T47),High (A2),22.1334431,29.0704615,25.6019523,298.7519523,,2.71930284,1.47042848,10.2344685,1.79066178
future_end,2081,10,285,43485,CGCM3.1 (T47),High (A2),14.9331053,22.8633867,18.898246,292.048246,,2.94065226,1.43640714,10.5007152,1.67634589
future_end,2081,11,315,43515,CGCM3.1 (T47),High (A2),9.62825446,18.0547268,13.84149063,286.9914906,,2.82932715,1.70033507,10.4763966,1.73108913
future_end,2081,12,345,43545,CGCM3.1 (T47),High (A2),-0.0139853,11.4424448,5.71422975,278.8642298,,2.71668951,1.61064327,10.3772745,1.61955667
future_end,2082,1,375,43575,CGCM3.1 (T47),High (A2),0.53008194,8.26559426,4.3978381,277.5478381,,2.91889088,1.70667344,10.6135251,1.80491255
future_end,2082,2,405,43605,CGCM3.1 (T47),High (A2),3.34208476,10.6060037,6.97404423,280.1240442,,2.77025512,1.7593889,10.3214883,1.93288513
future_end,2082,3,435,43635,CGCM3.1 (T47),High (A2),6.26384455,15.632061,10.94795278,284.0979528,,2.65764985,1.7859708,10.351342,1.94238257
future_end,2082,4,465,43665,CGCM3.1 (T47),High (A2),14.2339026,22.9443616,18.5891321,291.7391321,,2.65711862,1.8825776,10.4550832,2.01507248
future_end,2082,5,495,43695,CGCM3.1 (T47),High (A2),17.2261513,26.0349982,21.63057475,294.7805748,,2.39994285,1.80084501,10.185453,1.93654383
future_end,2082,6,525,43725,CGCM3.1 (T47),High (A2),24.5139282,31.1015363,27.80773225,300.9577323,,2.20060374,1.81593519,10.0566346,2.02861085
future_end,2082,7,555,43755,CGCM3.1 (T47),High (A2),26.6125703,33.6384621,30.1255162,303.2755162,,2.35774627,1.90177517,10.2297312,2.12637943
future_end,2082,8,585,43785,CGCM3.1 (T47),High (A2),25.9381344,32.9606884,29.4494114,302.5994114,,2.31953545,2.08034468,10.3021227,2.31986355
future_end,2082,9,615,43815,CGCM3.1 (T47),High (A2),21.1289456,26.743925,23.9364353,297.0864353,,3.22793921,1.13654351,10.9208071,1.44634393
future_end,2082,10,645,43845,CGCM3.1 (T47),High (A2),15.3685586,23.7161051,19.54233185,292.6923319,,2.61954667,1.91505431,10.2118464,2.29382556
future_end,2082,11,675,43875,CGCM3.1 (T47),High (A2),3.87773121,13.8843064,8.881018805,282.0310188,,3.35613009,2.73568182,11.1129847,3.31758575
future_end,2082,12,705,43905,CGCM3.1 (T47),High (A2),3.82743549,12.4727811,8.150108295,281.3001083,,3.3864705,2.56061428,11.059066,3.10753009
future_end,2083,1,735,43935,CGCM3.1 (T47),High (A2),2.48621022,9.68598115,6.086095685,279.2360957,,3.54347336,2.46469414,11.1924441,2.96001165
future_end,2083,2,765,43965,CGCM3.1 (T47),High (A2),2.42354005,10.2153321,6.319436075,279.4694361,,3.56985885,2.3398512,11.3269632,2.84333455
future_end,2083,3,795,43995,CGCM3.1 (T47),High (A2),4.86837806,13.5158201,9.19209908,282.3420991,,3.80740827,2.27579303,11.6453077,2.7680284
future_end,2083,4,825,44025,CGCM3.1 (T47),High (A2),9.09155869,17.6752001,13.3833794,286.5333794,,3.83249729,2.27166768,11.6602562,2.76229251
future_end,2083,5,855,44055,CGCM3.1 (T47),High (A2),14.7242755,24.1710375,19.4476565,292.5976565,,4.0901484,2.25655853,12.0016898,2.79772143
future_end,2083,6,885,44085,CGCM3.1 (T47),High (A2),23.0815318,30.0751558,26.5783438,299.7283438,,4.27199042,2.35276018,12.1604706,2.84937449
future_end,2083,7,915,44115,CGCM3.1 (T47),High (A2),26.9976171,32.6485804,29.82309875,302.9730988,,4.31004536,2.32830195,12.2153743,2.81671005
future_end,2083,8,945,44145,CGCM3.1 (T47),High (A2),25.7988496,32.7305998,29.2647247,302.4147247,,4.24033138,2.32423083,12.0916969,2.80017367
future_end,2083,9,975,44175,CGCM3.1 (T47),High (A2),22.3679222,29.186497,25.7772096,298.9272096,,5.03228124,1.76556692,13.0692538,2.27192848
future_end,2083,10,1005,44205,CGCM3.1 (T47),High (A2),16.8553055,24.9964802,20.92589285,294.0758929,,4.2722976,1.91108104,12.1272204,2.42993302
future_end,2083,11,1035,44235,CGCM3.1 (T47),High (A2),9.43249834,17.2348489,13.33367362,286.4836736,,4.23419229,1.92927846,12.1268122,2.43021049
future_end,2083,12,1065,44265,CGCM3.1 (T47),High (A2),-0.9488126,7.69184254,3.37151497,276.521515,,4.1619616,2.01789918,12.1002087,2.55997782
future_end,2084,1,1095,44295,CGCM3.1 (T47),High (A2),1.40947405,8.22659992,4.818036985,277.968037,,4.19843358,2.13680648,12.0366592,2.70688727
future_end,2084,2,1125,44325,CGCM3.1 (T47),High (A2),4.28935317,12.0428122,8.166082685,281.3160827,,4.16956302,2.28246492,11.9620332,2.8838699
future_end,2084,3,1155,44355,CGCM3.1 (T47),High (A2),4.46175604,13.9498877,9.20582187,282.3558219,,4.2483486,2.45356616,12.1322612,3.07121574
future_end,2084,4,1185,44385,CGCM3.1 (T47),High (A2),10.0253749,19.2719229,14.6486489,287.7986489,,4.08012299,2.64315445,11.8257878,3.24497484
future_end,2084,5,1215,44415,CGCM3.1 (T47),High (A2),16.1834617,25.5541806,20.86882115,294.0188212,,5.8344735,1.39554906,15.0595241,1.36120892
future_end,2084,6,1245,44445,CGCM3.1 (T47),High (A2),21.4891781,29.4519724,25.47057525,298.6205753,,5.64015631,1.37378255,15.0144757,1.24831097
future_end,2084,7,1275,44475,CGCM3.1 (T47),High (A2),27.7050591,33.5089867,30.6070229,303.7570229,,5.79363697,1.34391881,15.1373875,1.20686677
future_end,2084,8,1305,44505,CGCM3.1 (T47),High (A2),26.3286451,33.7651598,30.04690245,303.1969025,,5.94502709,1.33664646,15.1615469,1.13124468
future_end,2084,9,1335,44535,CGCM3.1 (T47),High (A2),20.6131742,28.9865867,24.79988045,297.9498805,,5.80280549,1.33805076,15.1069081,1.08045267
future_end,2084,10,1365,44565,CGCM3.1 (T47),High (A2),15.690465,24.4691728,20.0798189,293.2298189,,5.7576311,1.27819789,15.0934735,1.02597543
future_end,2084,11,1395,44595,CGCM3.1 (T47),High (A2),11.0462429,18.4012869,14.7237649,287.8737649,,6.12062267,1.5316175,15.3112662,1.11790103
future_end,2084,12,1425,44625,CGCM3.1 (T47),High (A2),3.23423143,12.6105646,7.922398015,281.072398,,6.15705407,1.54010746,15.2670099,1.11355903
future_end,2085,1,1455,44655,CGCM3.1 (T47),High (A2),0.11703144,7.13574119,3.626386315,276.7763863,,6.47001605,1.60064164,15.6304199,1.13695614
future_end,2085,2,1485,44685,CGCM3.1 (T47),High (A2),2.71418918,10.3536871,6.53393814,279.6839381,,6.93156491,1.69297144,15.9650533,1.13456906
future_end,2085,3,1515,44715,CGCM3.1 (T47),High (A2),6.4224857,15.6483078,11.03539675,284.1853968,,7.19428877,1.82514942,16.1855174,1.29161423
future_end,2085,4,1545,44745,CGCM3.1 (T47),High (A2),12.7635322,21.7109496,17.2372409,290.3872409,,6.92045371,1.8911941,15.9606616,1.31336692
future_end,2085,5,1575,44775,CGCM3.1 (T47),High (A2),20.3815757,29.4316041,24.9065899,298.0565899,,7.20397974,1.71319494,16.1108317,1.253436
future_end,2085,6,1605,44805,CGCM3.1 (T47),High (A2),22.8411732,29.5746329,26.20790305,299.3579031,,6.88800222,2.065636,15.7706253,1.71139318
future_end,2085,7,1635,44835,CGCM3.1 (T47),High (A2),27.9319725,34.9449722,31.43847235,304.5884724,,6.78329201,2.0798288,15.6599497,1.77900235
future_end,2085,8,1665,44865,CGCM3.1 (T47),High (A2),27.5481775,34.5077744,31.02797595,304.177976,,7.0093401,2.04494301,15.7644287,1.83931593
future_end,2085,9,1695,44895,CGCM3.1 (T47),High (A2),23.3482898,32.7463008,28.0472953,301.1972953,,7.19861265,2.07400453,15.8539067,1.92766634
future_end,2085,10,1725,44925,CGCM3.1 (T47),High (A2),15.2770498,23.1955002,19.236275,292.386275,,6.99503429,2.11889391,15.7342024,2.02468637
future_end,2085,11,1755,44955,CGCM3.1 (T47),High (A2),11.1356847,18.4662677,14.8009762,287.9509762,,7.04224063,2.28411862,15.8183397,2.17175258
future_end,2085,12,1785,44985,CGCM3.1 (T47),High (A2),3.58114085,12.5995117,8.090326275,281.2403263,,6.83078744,2.42591278,15.5358412,2.23370674
future_end,2086,1,1815,45015,CGCM3.1 (T47),High (A2),4.59091829,12.6857145,8.638316395,281.7883164,,11.2998599,1.93490298,20.3921641,1.93827369
future_end,2086,2,1845,45045,CGCM3.1 (T47),High (A2),4.78211368,13.1751294,8.97862154,282.1286215,,11.3128372,1.76665036,20.4445618,1.77481624
future_end,2086,3,1875,45075,CGCM3.1 (T47),High (A2),8.15604446,17.1952475,12.67564598,285.825646,,11.4837142,1.70551472,20.7294527,1.83010362
future_end,2086,4,1905,45105,CGCM3.1 (T47),High (A2),10.1182232,19.4020811,14.76015215,287.9101522,,11.6288413,1.65370487,20.7742263,1.71716671
future_end,2086,5,1935,45135,CGCM3.1 (T47),High (A2),15.5609755,25.9028154,20.73189545,293.8818955,,11.7494104,1.60506968,20.9843803,1.75005117
future_end,2086,6,1965,45165,CGCM3.1 (T47),High (A2),23.2778207,30.3971188,26.83746975,299.9874698,,11.6161628,1.58553708,20.7803505,1.79285268
future_end,2086,7,1995,45195,CGCM3.1 (T47),High (A2),27.3321897,33.1634486,30.24781915,303.3978192,,11.6610398,1.59096976,20.8245654,1.81413555
future_end,2086,8,2025,45225,CGCM3.1 (T47),High (A2),28.0706907,36.1913334,32.13101205,305.2810121,,11.3601774,1.35052356,20.6146233,1.67237691
future_end,2086,9,2055,45255,CGCM3.1 (T47),High (A2),21.0544802,27.5935321,24.32400615,297.4740062,,11.8940226,1.51473136,21.1648716,1.60282321
future_end,2086,10,2085,45285,CGCM3.1 (T47),High (A2),15.0067012,22.7052369,18.85596905,292.0059691,,11.9768755,1.42453903,21.3021385,1.48480985
future_end,2086,11,2115,45315,CGCM3.1 (T47),High (A2),6.16108683,15.5750616,10.86807422,284.0180742,,12.0240377,1.46130055,21.2503838,1.47904596
future_end,2086,12,2145,45345,CGCM3.1 (T47),High (A2),2.68691856,12.1051398,7.39602918,280.5460292,,12.1874759,1.32059434,21.436726,1.34603774
future_end,2087,1,2175,45375,CGCM3.1 (T47),High (A2),2.42180596,10.4172707,6.41953833,279.5695383,,12.3725951,1.34031086,21.6261675,1.38712221
future_end,2087,2,2205,45405,CGCM3.1 (T47),High (A2),-1.0308086,5.95808231,2.463636855,275.6136369,,12.3660248,1.33883037,21.5914261,1.36143298
future_end,2087,3,2235,45435,CGCM3.1 (T47),High (A2),4.47425321,14.7441852,9.609219205,282.7592192,,12.4118558,1.36319709,21.6457212,1.35318102
future_end,2087,4,2265,45465,CGCM3.1 (T47),High (A2),11.3907007,20.7589477,16.0748242,289.2248242,,12.3695882,1.42931775,21.5227168,1.36001139
future_end,2087,5,2295,45495,CGCM3.1 (T47),High (A2),19.8595118,28.2420025,24.05075715,297.2007572,,12.601355,1.30154319,21.8319017,1.00269034
future_end,2087,6,2325,45525,CGCM3.1 (T47),High (A2),24.62621,31.5634678,28.0948389,301.2448389,,12.6689975,1.37439237,21.8315352,1.07192041
future_end,2087,7,2355,45555,CGCM3.1 (T47),High (A2),27.0598797,33.7619473,30.4109135,303.5609135,,12.9182233,1.27438373,22.0024691,1.03334926
future_end,2087,8,2385,45585,CGCM3.1 (T47),High (A2),27.1758232,34.1102002,30.6430117,303.7930117,,12.5772845,0.98613119,21.7148919,0.76595533
future_end,2087,9,2415,45615,CGCM3.1 (T47),High (A2),21.9118285,28.7931153,25.3524719,298.5024719,,16.815476,1.96122694,26.1998701,1.73791166
future_end,2087,10,2445,45645,CGCM3.1 (T47),High (A2),13.6248829,24.0822326,18.85355775,292.0035578,,17.2503382,2.12816326,26.4916033,1.76428605
future_end,2087,11,2475,45675,CGCM3.1 (T47),High (A2),10.2012512,23.2752259,16.73823855,289.8882386,,17.0512375,2.04919409,26.3375745,1.69051237
future_end,2087,12,2505,45705,CGCM3.1 (T47),High (A2),5.53735713,13.8993331,9.718345115,282.8683451,,17.2338038,1.99355737,26.5180085,1.67140986
future_end,2088,1,2535,45735,CGCM3.1 (T47),High (A2),3.10330577,11.3291958,7.216250785,280.3662508,,17.1450334,1.90039132,26.5038785,1.57645371
future_end,2088,2,2565,45765,CGCM3.1 (T47),High (A2),8.51221399,17.4209527,12.96658335,286.1165833,,17.2939144,1.86926709,26.6608098,1.58353638
